Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
MEI,"Methode Electronics, Inc.",26.68,$986.81M,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/mei
MEN,"Blackrock MuniEnhanced Fund, Inc.",10.49,$310.97M,1989,n/a,n/a,https://www.nasdaq.com/symbol/men
MER^K,"Merrill Lynch & Co., Inc.",25.78,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mer^k
MET,"MetLife, Inc.",45.2,$44.61B,2000,Finance,Life Insurance,https://www.nasdaq.com/symbol/met
MET^A,"MetLife, Inc.",23.49,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/met^a
MET^E,"MetLife, Inc.",24.995,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/met^e
MFA,"MFA Financial, Inc.",7.44,$3.34B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mfa
MFA^B,"MFA Financial, Inc.",24.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mfa^b
MFAC,Megalith Financial Acquisition Corp.,9.87,$208.86M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/mfac
MFAC.U,Megalith Financial Acquisition Corp.,n/a,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/mfac.u
MFAC.WS,Megalith Financial Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mfac.ws
MFC,Manulife Financial Corp,15.9,$31.34B,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/mfc
MFCB,MFC Bancorp Ltd.,6.61,$82.86M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/mfcb
MFD,Macquarie First Trust Global,10.93,$93.42M,2004,n/a,n/a,https://www.nasdaq.com/symbol/mfd
MFG,"Mizuho Financial Group, Inc.",3.15,$39.94B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mfg
MFGP,Micro Focus Intl PLC,19.88,$8.26B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mfgp
MFL,Blackrock MuniHoldings Investment Quality Fund,12.71,$481.66M,1997,n/a,n/a,https://www.nasdaq.com/symbol/mfl
MFM,MFS Municipal Income Trust,6.61,$272.25M,1986,n/a,n/a,https://www.nasdaq.com/symbol/mfm
MFO,"MFA Financial, Inc.",25.83,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mfo
MFT,Blackrock MuniYield Investment QualityFund,13.09,$110.94M,1992,n/a,n/a,https://www.nasdaq.com/symbol/mft
MFV,MFS Special Value Trust,5.4371,$38.78M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mfv
MG,Mistras Group Inc,15.33,$437.57M,2009,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/mg
MGA,"Magna International, Inc.",52.6,$17.22B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/mga
MGF,MFS Government Markets Income Trust,4.5,$146.71M,1987,n/a,n/a,https://www.nasdaq.com/symbol/mgf
MGM,MGM Resorts International,29.61,$15.89B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mgm
MGP,MGM Growth Properties LLC,31.18,$9.31B,2016,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mgp
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,21.33,$265.95M,2005,n/a,n/a,https://www.nasdaq.com/symbol/mgu
MGY,Magnolia Oil & Gas Corporation,11.55,$2.88B,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mgy
MGY.WS,Magnolia Oil & Gas Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mgy.ws
MH^A,"Maiden Holdings, Ltd.",6.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mh^a
MH^C,"Maiden Holdings, Ltd.",6.13,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mh^c
MH^D,"Maiden Holdings, Ltd.",6.43,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mh^d
MHD,"Blackrock MuniHoldings Fund, Inc.",15.36,$217.61M,1997,n/a,n/a,https://www.nasdaq.com/symbol/mhd
MHE,BlackRock Massachusetts Tax-Exempt Trust,12.09,$28.67M,1993,n/a,n/a,https://www.nasdaq.com/symbol/mhe
MHF,"Western Asset Municipal High Income Fund, Inc.",7.2874,$157.65M,1988,n/a,n/a,https://www.nasdaq.com/symbol/mhf
MHI,Pioneer Municipal High Income Trust,11.23,$255.72M,2003,n/a,n/a,https://www.nasdaq.com/symbol/mhi
MHK,"Mohawk Industries, Inc.",127.43,$9.46B,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/mhk
MHLA,"Maiden Holdings, Ltd.",14.85,n/a,2016,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mhla
MHN,"Blackrock MuniHoldings New York Quality Fund, Inc.",12.39,$385.73M,1997,n/a,n/a,https://www.nasdaq.com/symbol/mhn
MHNC,"Maiden Holdings, Ltd.",18.26,n/a,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mhnc
MHO,"M/I Homes, Inc.",28.25,$788.85M,1993,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/mho
MIC,Macquarie Infrastructure Corporation ,43.16,$3.7B,2004,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/mic
MIE,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.",9.16,$245.43M,2013,n/a,n/a,https://www.nasdaq.com/symbol/mie
MIN,MFS Intermediate Income Trust,3.77,$443.79M,1988,n/a,n/a,https://www.nasdaq.com/symbol/min
MITT,"AG Mortgage Investment Trust, Inc.",18.21,$523.42M,2011,n/a,n/a,https://www.nasdaq.com/symbol/mitt
MITT^A,"AG Mortgage Investment Trust, Inc.",25.4013,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mitt^a
MITT^B,"AG Mortgage Investment Trust, Inc.",25.73,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mitt^b
MIXT,MiX Telematics Limited,17.61,$401.34M,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mixt
MIY,"Blackrock MuniYield Michigan Quality Fund, Inc.",12.9,$381.56M,1992,n/a,n/a,https://www.nasdaq.com/symbol/miy
MKC,"McCormick & Company, Incorporated",123.16,$16.28B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/mkc
MKC.V,"McCormick & Company, Incorporated",n/a,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/mkc.v
MKL,Markel Corporation,1018,$14.13B,1986,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mkl
MLI,"Mueller Industries, Inc.",31.04,$1.79B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/mli
MLM,"Martin Marietta Materials, Inc.",182.1,$11.42B,1994,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/mlm
MLP,"Maui Land & Pineapple Company, Inc.",11.43,$219.32M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/mlp
MLR,"Miller Industries, Inc.",30.2,$344.12M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/mlr
MMC,"Marsh & McLennan Companies, Inc.",90.45,$45.56B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/mmc
MMD,MainStay MacKay DefinedTerm Municipal Opportunitie,19.8,$545.73M,2012,n/a,n/a,https://www.nasdaq.com/symbol/mmd
MMI,"Marcus & Millichap, Inc.",38.66,$1.49B,2013,Finance,Real Estate,https://www.nasdaq.com/symbol/mmi
MMM,3M Company,202.57,$116.8B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mmm
MMP,Magellan Midstream Partners L.P.,59.11,$13.49B,n/a,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/mmp
MMS,"Maximus, Inc.",71.84,$4.58B,1997,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/mms
MMT,MFS Multimarket Income Trust,5.66,$387.58M,1987,n/a,n/a,https://www.nasdaq.com/symbol/mmt
MMU,"Western Asset Managed Municipals Fund, Inc.",13.13,$568.38M,1992,n/a,n/a,https://www.nasdaq.com/symbol/mmu
MN,"Manning & Napier, Inc.",2.23,$34.19M,2011,Finance,Investment Managers,https://www.nasdaq.com/symbol/mn
MNE,Blackrock Muni New York Intermediate Duration Fund Inc,13,$54.73M,2003,n/a,n/a,https://www.nasdaq.com/symbol/mne
MNK,Mallinckrodt plc,21.41,$1.78B,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnk
MNP,"Western Asset Municipal Partners Fund, Inc.",14.32,$139.18M,1993,n/a,n/a,https://www.nasdaq.com/symbol/mnp
MNR,Monmouth Real Estate Investment Corporation,13.76,$1.26B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mnr
MNR^C,Monmouth Real Estate Investment Corporation,24.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mnr^c
MO,Altria Group,49.27,$92.33B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/mo
MOD,Modine Manufacturing Company,15.72,$796.9M,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/mod
MODN,"Model N, Inc.",16.45,$518.68M,2013,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/modn
MOG.A,Moog Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mog.a
MOG.B,Moog Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mog.b
MOGU,MOGU Inc.,17.94,$1.92B,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/mogu
MOH,Molina Healthcare Inc,138.28,$8.63B,2003,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/moh
MOS,Mosaic Company (The),32.46,$12.51B,n/a,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/mos
MOSC,Mosaic Acquisition Corp.,9.98,$430.39M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/mosc
MOSC.U,Mosaic Acquisition Corp.,n/a,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/mosc.u
MOSC.WS,Mosaic Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mosc.ws
MOV,Movado Group Inc.,31.11,$718.51M,n/a,Consumer Non-Durables,Consumer Specialties,https://www.nasdaq.com/symbol/mov
MPA,Blackrock MuniYield Pennsylvania Quality Fund,13.2001,$176.25M,1992,n/a,n/a,https://www.nasdaq.com/symbol/mpa
MPC,Marathon Petroleum Corporation,66.87,$46.2B,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/mpc
MPLX,MPLX LP,34.71,$27.56B,2012,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/mplx
MPO,"MIDSTATES PETROLEUM COMPANY, INC.",9.66,$244.42M,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mpo
MPV,Barings Participation Investors,15.35,$161.08M,1988,Consumer Services,Miscellaneous,https://www.nasdaq.com/symbol/mpv
MPW,"Medical Properties Trust, Inc.",17.85,$6.61B,2005,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mpw
MPX,Marine Products Corporation,14.12,$487.12M,n/a,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/mpx
MQT,"Blackrock MuniYield Quality Fund II, Inc.",12.04,$271.6M,1992,n/a,n/a,https://www.nasdaq.com/symbol/mqt
MQY,"Blackrock MuniYield Quality Fund, Inc.",13.68,$419.98M,1992,n/a,n/a,https://www.nasdaq.com/symbol/mqy
MRC,MRC Global Inc.,15.87,$1.43B,2012,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mrc
MRK,"Merck & Company, Inc.",77.39,$201.24B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrk
MRO,Marathon Oil Corporation,15.91,$13.23B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mro
MRT,"MedEquities Realty Trust, Inc.",11.44,$364.26M,2016,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mrt
MS,Morgan Stanley,42.38,$72.05B,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ms
MS^A,Morgan Stanley,19.53,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ms^a
MS^E,Morgan Stanley,27.86,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ms^e
MS^F,Morgan Stanley,27.07,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ms^f
MS^G,Morgan Stanley,25.53,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ms^g
MS^I,Morgan Stanley,26.46,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ms^i
MS^K,Morgan Stanley,25.43,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ms^k
MSA,MSA Safety Incorporporated,101.27,$3.9B,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/msa
MSB,Mesabi Trust,28.67,$376.15M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/msb
MSC,Studio City International Holdings Limited,14.65,$1.09B,2018,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/msc
MSCI,MSCI Inc,171.95,$14.36B,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/msci
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",8.96,$186.94M,1993,n/a,n/a,https://www.nasdaq.com/symbol/msd
MSF,"Morgan Stanley Emerging Markets Fund, Inc.",17.61,$239.15M,1991,n/a,n/a,https://www.nasdaq.com/symbol/msf
MSG,The Madison Square Garden Company,284.13,$6.75B,2015,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/msg
MSGN,MSG Networks Inc.,22.05,$1.65B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/msgn
MSI,"Motorola Solutions, Inc.",120.43,$19.69B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/msi
MSL,MidSouth Bancorp,11.21,$186.55M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/msl
MSM,"MSC Industrial Direct Company, Inc.",83.87,$4.64B,1995,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/msm
MT,ArcelorMittal,23.82,$24.14B,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/mt
MTB,M&T Bank Corporation,161.66,$22.4B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mtb
MTB^,M&T Bank Corporation,1000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mtb^
MTB^C,M&T Bank Corporation,1000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mtb^c
MTD,"Mettler-Toledo International, Inc.",655.15,$16.41B,1997,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/mtd
MTDR,Matador Resources Company,18.59,$2.16B,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mtdr
MTG,MGIC Investment Corporation,12.52,$4.45B,1991,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mtg
MTH,Meritage Corporation,43.74,$1.75B,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/mth
MTL,Mechel PAO,2.38,$594.43M,2004,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/mtl
MTL^,Mechel PAO,0.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mtl^
MTN,"Vail Resorts, Inc.",203.37,$8.21B,1997,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/mtn
MTOR,"Meritor, Inc.",20.73,$1.73B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/mtor
MTR,Mesa Royalty Trust,12.64,$23.56M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mtr
MTRN,Materion Corporation,46.93,$950.06M,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/mtrn
MTT,Western Asset Municipal Defined Opportunity Trust Inc,20.25,$246.58M,2009,n/a,n/a,https://www.nasdaq.com/symbol/mtt
MTW,"Manitowoc Company, Inc. (The)",16.85,$599.62M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/mtw
MTX,Minerals Technologies Inc.,58.24,$2.05B,1992,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/mtx
MTZ,"MasTec, Inc.",42.66,$3.36B,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/mtz
MUA,"Blackrock MuniAssets Fund, Inc.",14.04,$505.55M,1993,n/a,n/a,https://www.nasdaq.com/symbol/mua
MUC,"Blackrock MuniHoldings California Quality Fund,  Inc.",12.81,$525.24M,1998,n/a,n/a,https://www.nasdaq.com/symbol/muc
MUE,"Blackrock MuniHoldings Quality Fund II, Inc.",12.09,$272.21M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mue
MUFG,Mitsubishi UFJ Financial Group Inc,5.29,$68.56B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/mufg
MUH,"Blackrock MuniHoldings Fund II, Inc.",13.79,$156.07M,1998,n/a,n/a,https://www.nasdaq.com/symbol/muh
MUI,Blackrock Muni Intermediate Duration Fund Inc,13.03,$499M,2003,n/a,n/a,https://www.nasdaq.com/symbol/mui
MUJ,"Blackrock MuniHoldings New Jersey Insured Fund, Inc.",13.07,$394.11M,1998,n/a,n/a,https://www.nasdaq.com/symbol/muj
MUR,Murphy Oil Corporation,27.95,$4.84B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mur
MUS,"Blackrock MuniHoldings Quality Fund, Inc.",11.9,$154.88M,1998,n/a,n/a,https://www.nasdaq.com/symbol/mus
MUSA,Murphy USA Inc.,76.15,$2.46B,2013,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/musa
MUX,McEwen Mining Inc.,1.79,$616.76M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/mux
MVC,"MVC Capital, Inc.",9.07,$161.57M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mvc
MVCD,"MVC Capital, Inc.",25.4358,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/mvcd
MVF,"MuniVest Fund, Inc.",8.81,$571.21M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mvf
MVO,MV Oil Trust,7.38,$84.87M,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mvo
MVT,"Blackrock MuniVest Fund II, Inc.",14.75,$312.6M,1993,n/a,n/a,https://www.nasdaq.com/symbol/mvt
MWA,Mueller Water Products Inc,10.4,$1.64B,2006,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/mwa
MX,MagnaChip Semiconductor Corporation,7.16,$247.89M,2011,Technology,Semiconductors,https://www.nasdaq.com/symbol/mx
MXE,"Mexico Equity and Income Fund, Inc. (The)",11.1,$77.51M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mxe
MXF,"Mexico Fund, Inc. (The)",14.55,$218.33M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mxf
MXL,"MaxLinear, Inc",21.94,$1.51B,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/mxl
MYC,"Blackrock MuniYield California Fund, Inc.",13.15,$281.67M,1992,n/a,n/a,https://www.nasdaq.com/symbol/myc
MYD,"Blackrock MuniYield Fund, Inc.",13.64,$637.88M,1991,n/a,n/a,https://www.nasdaq.com/symbol/myd
MYE,"Myers Industries, Inc.",16.53,$584.38M,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/mye
MYF,Blackrock MuniYield Investment Fund,13.67,$187.04M,1992,n/a,n/a,https://www.nasdaq.com/symbol/myf
MYI,"Blackrock MuniYield Quality Fund III, Inc.",12.46,$848.34M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/myi
MYJ,"Blackrock MuniYield New Jersey Fund, Inc.",13.7,$330.97M,1992,n/a,n/a,https://www.nasdaq.com/symbol/myj
MYN,"Blackrock MuniYield New York Quality Fund, Inc.",11.96,$473.46M,1992,n/a,n/a,https://www.nasdaq.com/symbol/myn
MYOV,Myovant Sciences Ltd.,18.74,$1.33B,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/myov
MZA,"MuniYield Arizona Fund, Inc.",13.0328,$60.27M,1993,n/a,n/a,https://www.nasdaq.com/symbol/mza
NAC,Nuveen California Quality Municipal Income Fund,13.32,$1.93B,1999,n/a,n/a,https://www.nasdaq.com/symbol/nac
NAD,Nuveen Quality Municipal Income Fund,13.22,$2.67B,1999,n/a,n/a,https://www.nasdaq.com/symbol/nad
NAN,Nuveen New York Quality Municipal Income Fund,12.85,$396.99M,1999,n/a,n/a,https://www.nasdaq.com/symbol/nan
NAO,Nordic American Offshore Ltd.,3.539,"$219,371.99 ",2014,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/nao
NAT,Nordic American Tankers Limited,1.93,$274M,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/nat
NAV,Navistar International Corporation,33.37,$3.3B,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/nav
NAV^D,Navistar International Corporation,24.4229,n/a,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/nav^d
NAZ,Nuveen Arizona Quality Municipal Income Fund,12.3089,$142.6M,1992,n/a,n/a,https://www.nasdaq.com/symbol/naz
NBB,Nuveen Taxable Municipal Income Fund,19.91,$680.82M,2010,n/a,n/a,https://www.nasdaq.com/symbol/nbb
NBHC,National Bank Holdings Corporation,32.68,$1.01B,2012,Finance,Major Banks,https://www.nasdaq.com/symbol/nbhc
NBL,Noble Energy Inc.,22.37,$10.73B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/nbl
NBLX,Noble Midstream Partners LP,32.28,$1.28B,2016,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/nblx
NBR,Nabors Industries Ltd.,3.21,$1.15B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/nbr
NBR^A,Nabors Industries Ltd.,25.08,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nbr^a
NC,"NACCO Industries, Inc.",35.68,$247.71M,n/a,Consumer Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/nc
NCA,"Nuveen California Municipal Value Fund, Inc.",9.39,$263.77M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nca
NCB,Nuveen California Municipal Value Fund 2,15.67,$51.71M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ncb
NCI,"Navigant Consulting, Inc.",26.25,$1.12B,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/nci
NCLH,Norwegian Cruise Line Holdings Ltd.,52.62,$11.58B,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/nclh
NCR,NCR Corporation,28.25,$3.34B,n/a,Miscellaneous,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/ncr
NCS,"NCI Building Systems, Inc.",8.47,$1.06B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/ncs
NCV,AllianzGI Convertible & Income Fund,6.42,$574.84M,2003,n/a,n/a,https://www.nasdaq.com/symbol/ncv
NCV^A,AllianzGI Convertible & Income Fund,24.75,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ncv^a
NCZ,AllianzGI Convertible & Income Fund II,5.56,$419.88M,2003,n/a,n/a,https://www.nasdaq.com/symbol/ncz
NCZ^A,AllianzGI Convertible & Income Fund II,23.88,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ncz^a
NDP,"Tortoise Energy Independence Fund, Inc.",9.6,$140.48M,2012,n/a,n/a,https://www.nasdaq.com/symbol/ndp
NE,Noble Corporation,3.41,$841.57M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ne
NEA,Nuveen AMT-Free Quality Municipal Income Fund,12.96,$3.4B,2002,n/a,n/a,https://www.nasdaq.com/symbol/nea
NEE,"NextEra Energy, Inc.",178.1,$85.12B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/nee
